company,location,total_laid_off,date,percentage_laid_off,industry,stage,funds_raised,country,date_added,months,year,company_stage,funding_level,layoff_severity,full_shutdown,covid_period,layoff_percentage
mobileye,"jerusalem, non-u.s.",200.0,2025-12-08,0.04,transportation,post-ipo,2100.0,israel,2025-12-08,12,2025,mature,very high funding,low,0,after covid,4.0
payoneer,new york city,60.0,2025-12-08,0.06,finance,post-ipo,426.0,united states,2025-12-08,12,2025,mature,high funding,low,0,after covid,6.0
teads,new york city,180.0,2025-12-04,0.1,marketing,unknown,123.0,united states,2025-12-10,12,2025,unknown,medium funding,low,0,after covid,10.0
cellebrite,"tel aviv, non-u.s.",20.0,2025-12-03,0.01,other,post-ipo,410.0,israel,2025-12-08,12,2025,mature,high funding,low,0,after covid,1.0
modern hydrogen,seattle,137.0,2025-12-03,0.25,energy,series b,99.0,united states,2025-12-04,12,2025,startup,medium funding,full shutdown,0,after covid,25.0
aqua security,"tel aviv, non-u.s.",20.0,2025-12-01,0.1,security,series e,325.0,united states,2025-12-02,12,2025,growth,high funding,low,0,after covid,10.0
inbound health,minneapolis,82.0,2025-12-01,1.0,healthcare,series b,50.0,united states,2025-12-02,12,2025,startup,low funding,full shutdown,1,after covid,100.0
junglee games,"new delhi, non-u.s.",350.0,2025-11-26,0.17,consumer,seed,3.0,india,2025-12-09,11,2025,startup,low funding,severe,0,after covid,17.0
shopify,"ottawa, non-u.s.",100.0,2025-11-26,0.18,retail,post-ipo,122.0,canada,2025-12-04,11,2025,mature,medium funding,severe,0,after covid,18.0
hp,sf bay area,4000.0,2025-11-25,0.08,hardware,post-ipo,426.0,united states,2025-03-01,11,2025,mature,high funding,low,0,after covid,8.0
ezcater,boston,40.0,2025-11-21,0.04,food,series d,319.0,united states,2025-11-23,11,2025,growth,high funding,low,0,after covid,4.0
monarch tractor,sf bay area,102.0,2025-11-19,0.15,other,unknown,214.0,united states,2025-11-23,11,2025,unknown,high funding,moderate,0,after covid,15.0
pleo,"copenhagen, non-u.s.",100.0,2025-11-19,0.12,finance,series c,428.0,denmark,2025-11-23,11,2025,growth,high funding,moderate,0,after covid,12.0
ukg,"montevideo, non-u.s.",300.0,2025-11-18,0.15,hr,unknown,186.5,uruguay,2025-11-23,11,2025,unknown,high funding,moderate,0,after covid,15.0
culture amp,"melbourne, non-u.s.",60.0,2025-11-18,0.06,hr,series f,257.0,australia,2025-11-23,11,2025,growth,high funding,low,0,after covid,6.0
veson nautical,boston,112.0,2025-11-18,0.2,other,private equity,263.0,united states,2025-11-23,11,2025,mature,high funding,severe,0,after covid,20.0
playtika,"tel aviv, non-u.s.",700.0,2025-11-17,0.2,consumer,post-ipo,426.0,israel,2025-11-23,11,2025,mature,high funding,severe,0,after covid,20.0
pipe,sf bay area,200.0,2025-11-16,0.5,finance,series d,453.0,united states,2025-11-17,11,2025,growth,very high funding,full shutdown,0,after covid,50.0
flipkart,"bengaluru, non-u.s.",40.0,2025-11-16,0.18,retail,acquired,12900.0,india,2025-11-17,11,2025,mature,very high funding,severe,0,after covid,18.0
bharatagri,"mumbai, non-u.s.",37.0,2025-11-13,1.0,food,series a,21.0,india,2025-12-09,11,2025,startup,low funding,full shutdown,1,after covid,100.0
ai fleet,austin,128.0,2025-11-13,0.17,transportation,series b,56.0,united states,2025-11-14,11,2025,startup,low funding,severe,0,after covid,17.0
synopsys,sf bay area,2000.0,2025-11-12,0.1,other,post-ipo,426.0,united states,2025-11-14,11,2025,mature,high funding,low,0,after covid,10.0
deepwatch,tampa bay,80.0,2025-11-12,0.32,security,series c,256.0,united states,2025-11-14,11,2025,growth,high funding,full shutdown,0,after covid,32.0
gameskraft,"bengaluru, non-u.s.",280.0,2025-11-10,0.17,consumer,unknown,186.5,india,2025-11-11,11,2025,unknown,high funding,severe,0,after covid,17.0
sonder,sf bay area,130.0,2025-11-10,1.0,travel,post-ipo,839.0,united states,2025-11-10,11,2025,mature,very high funding,full shutdown,1,after covid,100.0
axonius,new york city,100.0,2025-11-06,0.11,security,series e,865.0,united states,2025-11-07,11,2025,growth,very high funding,low,0,after covid,11.0
mybambu,memphis,141.0,2025-11-05,1.0,finance,unknown,15.0,united states,2025-11-07,11,2025,unknown,low funding,full shutdown,1,after covid,100.0
hewlett packard enterprise,sf bay area,52.0,2025-11-05,0.08,hardware,post-ipo,1400.0,united states,2025-11-07,11,2025,mature,very high funding,low,0,after covid,8.0
indeed,austin,60.0,2025-11-05,0.15,hr,acquired,5.0,united states,2025-11-08,11,2025,mature,low funding,moderate,0,after covid,15.0
tripadvisor,boston,130.0,2025-11-05,0.2,travel,post-ipo,3.0,united states,2025-11-07,11,2025,mature,low funding,severe,0,after covid,20.0
porter,"bengaluru, non-u.s.",350.0,2025-11-04,0.18,logistics,series f,357.0,india,2025-11-07,11,2025,growth,high funding,severe,0,after covid,18.0
personio,"munich, non-u.s.",165.0,2025-10-29,0.1,hr,series e,724.0,germany,2025-10-31,10,2025,growth,very high funding,low,0,after covid,10.0
amazon,seattle,14000.0,2025-10-27,0.01,retail,post-ipo,8100.0,united states,2025-10-28,10,2025,mature,very high funding,low,0,after covid,1.0
chegg,sf bay area,388.0,2025-10-27,0.45,education,post-ipo,227.0,united states,2025-10-28,10,2025,mature,high funding,full shutdown,0,after covid,45.0
lightricks,"jerusalem, non-u.s.",85.0,2025-10-27,0.15,consumer,series d,335.0,israel,2025-11-07,10,2025,growth,high funding,moderate,0,after covid,15.0
medtronic,"jerusalem, non-u.s.",60.0,2025-10-27,0.2,healthcare,post-ipo,5900.0,united states,2025-12-08,10,2025,mature,very high funding,severe,0,after covid,20.0
hootsuite,"vancouver, non-u.s.",58.0,2025-10-27,0.2,marketing,series c,300.0,canada,2025-10-28,10,2025,growth,high funding,severe,0,after covid,20.0
robin ai,"london, non-u.s.",75.0,2025-10-24,0.33,legal,series b,68.0,united kingdom,2025-10-28,10,2025,startup,medium funding,full shutdown,0,after covid,33.0
applied material,sf bay area,1400.0,2025-10-23,0.04,manufacturing,post-ipo,2100.0,united states,2025-10-25,10,2025,mature,very high funding,low,0,after covid,4.0
rivian,los angeles,600.0,2025-10-23,0.04,transportation,post-ipo,10700.0,united states,2025-10-25,10,2025,mature,very high funding,low,0,after covid,4.0
kaseya,miami,200.0,2025-10-23,0.1,security,private equity,547.0,united states,2026-01-13,10,2025,mature,very high funding,low,0,after covid,10.0
altruist,sf bay area,50.0,2025-10-23,0.15,finance,series e,449.0,united states,2025-10-25,10,2025,growth,very high funding,moderate,0,after covid,15.0
meta,sf bay area,600.0,2025-10-22,0.17,consumer,post-ipo,26000.0,united states,2025-10-22,10,2025,mature,very high funding,severe,0,after covid,17.0
ludeo,los angeles,25.0,2025-10-20,0.5,consumer,series a,42.0,united states,2025-10-25,10,2025,startup,low funding,full shutdown,0,after covid,50.0
zepto,"mumbai, non-u.s.",300.0,2025-10-18,0.05,retail,series h,2600.0,india,2025-12-02,10,2025,mature,very high funding,low,0,after covid,5.0
broadcom,sf bay area,247.0,2025-10-17,0.08,hardware,post-ipo,426.0,united states,2025-11-11,10,2025,mature,high funding,low,0,after covid,8.0
tia,new york city,82.0,2025-10-17,0.23,healthcare,series b,133.0,united states,2025-10-25,10,2025,startup,medium funding,full shutdown,0,after covid,23.0
bill.com,sf bay area,75.0,2025-10-15,0.06,finance,post-ipo,280.0,united states,2025-10-15,10,2025,mature,high funding,low,0,after covid,6.0
offerup,seattle,100.0,2025-10-15,0.18,retail,unknown,381.0,united states,2025-10-22,10,2025,unknown,high funding,severe,0,after covid,18.0
handshake,sf bay area,100.0,2025-10-14,0.15,recruiting,series f,434.0,united states,2025-10-15,10,2025,growth,high funding,moderate,0,after covid,15.0
smartsheet,seattle,120.0,2025-10-02,0.15,product,post-ipo,152.0,united states,2025-10-06,10,2025,mature,medium funding,moderate,0,after covid,15.0
google,sf bay area,50.0,2025-10-02,0.17,consumer,post-ipo,26.0,united states,2025-10-06,10,2025,mature,low funding,severe,0,after covid,17.0
paycom,oklahoma city,500.0,2025-10-01,0.15,hr,post-ipo,426.0,united states,2025-10-01,10,2025,mature,high funding,moderate,0,after covid,15.0
google,sf bay area,100.0,2025-10-01,0.17,consumer,post-ipo,26.0,united states,2025-10-06,10,2025,mature,low funding,severe,0,after covid,17.0
simple,"bengaluru, non-u.s.",80.0,2025-10-01,0.2,finance,series b,72.0,india,2025-10-01,10,2025,startup,medium funding,severe,0,after covid,20.0
just eat,"amsterdam, non-u.s.",450.0,2025-09-25,0.05,food,acquired,129.0,netherlands,2025-09-29,9,2025,mature,medium funding,low,0,after covid,5.0
yolo group,"tallinn, non-u.s.",280.0,2025-09-23,0.2,finance,unknown,186.5,estonia,2026-05-20,9,2025,unknown,high funding,severe,0,after covid,20.0
gameskraft,"bengaluru, non-u.s.",120.0,2025-09-18,0.17,consumer,unknown,186.5,india,2025-09-25,9,2025,unknown,high funding,severe,0,after covid,17.0
ziprecruiter,"tel aviv, non-u.s.",80.0,2025-09-16,0.17,recruiting,post-ipo,769.0,united states,2025-09-16,9,2025,mature,very high funding,severe,0,after covid,17.0
fiverr,"tel aviv, non-u.s.",250.0,2025-09-15,0.3,other,post-ipo,111.0,israel,2025-09-16,9,2025,mature,medium funding,full shutdown,0,after covid,30.0
sorbet,"tel aviv, non-u.s.",75.0,2025-09-14,0.2,finance,series a,58.0,israel,2025-12-08,9,2025,startup,low funding,severe,0,after covid,20.0
hike,"new delhi, non-u.s.",129.5,2025-09-13,1.0,consumer,unknown,261.0,india,2025-09-15,9,2025,unknown,high funding,full shutdown,1,after covid,100.0
xai,sf bay area,500.0,2025-09-12,0.2,ai,unknown,22700.0,united states,2025-09-15,9,2025,unknown,very high funding,severe,0,after covid,20.0
zupee,"new delhi, non-u.s.",170.0,2025-09-11,0.3,consumer,series b,121.0,india,2025-09-15,9,2025,startup,medium funding,full shutdown,0,after covid,30.0
atlassian,"sydney, non-u.s.",200.0,2025-09-10,0.15,product,post-ipo,210.0,australia,2025-09-18,9,2025,mature,high funding,moderate,0,after covid,15.0
verbit,new york city,22.0,2025-09-10,0.14,data,series e,569.0,united states,2025-12-08,9,2025,growth,very high funding,moderate,0,after covid,14.000000000000002
microsoft,seattle,42.0,2025-09-08,0.15,product,post-ipo,1.0,united states,2025-09-08,9,2025,mature,low funding,moderate,0,after covid,15.0
rivian,los angeles,200.0,2025-09-05,0.01,transportation,post-ipo,10700.0,united states,2025-09-08,9,2025,mature,very high funding,low,0,after covid,1.0
scope3,new york city,137.0,2025-09-05,0.25,energy,series b,45.0,united states,2025-09-08,9,2025,startup,low funding,full shutdown,0,after covid,25.0
head digital works,"hyderabad, non-u.s.",500.0,2025-09-04,0.17,consumer,private equity,74.0,india,2025-09-08,9,2025,mature,medium funding,severe,0,after covid,17.0
salesforce,sf bay area,262.0,2025-09-04,0.1,sales,post-ipo,65.0,united states,2025-09-08,9,2025,mature,medium funding,low,0,after covid,10.0
oracle,sf bay area,254.0,2025-09-04,0.15,product,post-ipo,426.0,united states,2025-09-08,9,2025,mature,high funding,moderate,0,after covid,15.0
gupshup,sf bay area,100.0,2025-09-04,0.15,other,series f,484.0,india,2025-09-08,9,2025,growth,very high funding,moderate,0,after covid,15.0
bobble ai,"new delhi, non-u.s.",50.0,2025-09-04,0.17,consumer,unknown,59.0,india,2025-09-08,9,2025,unknown,low funding,severe,0,after covid,17.0
oracle,seattle,101.0,2025-09-03,0.15,product,post-ipo,426.0,united states,2025-09-08,9,2025,mature,high funding,moderate,0,after covid,15.0
salesforce,seattle,93.0,2025-09-03,0.1,sales,post-ipo,65.0,united states,2025-09-08,9,2025,mature,medium funding,low,0,after covid,10.0
salesforce,"dublin, non-u.s.",30.0,2025-09-03,0.1,sales,post-ipo,65.0,united states,2025-09-08,9,2025,mature,medium funding,low,0,after covid,10.0
the gist,"tel aviv, non-u.s.",112.0,2025-09-03,1.0,media,seed,7.0,israel,2025-09-08,9,2025,startup,low funding,full shutdown,1,after covid,100.0
the gist,"tel aviv, non-u.s.",112.0,2025-09-03,1.0,media,seed,7.0,israel,2025-12-08,9,2025,startup,low funding,full shutdown,1,after covid,100.0
vimeo,new york city,129.5,2025-09-03,0.1,consumer,post-ipo,450.0,united states,2025-09-08,9,2025,mature,very high funding,low,0,after covid,10.0
oracle,kansas city,112.0,2025-09-02,0.15,product,post-ipo,426.0,united states,2025-09-08,9,2025,mature,high funding,moderate,0,after covid,15.0
games 24x7,"mumbai, non-u.s.",400.0,2025-09-01,0.17,consumer,unknown,75.0,india,2025-09-02,9,2025,unknown,medium funding,severe,0,after covid,17.0
mobile premier league,"bengaluru, non-u.s.",300.0,2025-09-01,0.17,consumer,series e,375.0,india,2025-09-02,9,2025,growth,high funding,severe,0,after covid,17.0
krutrim,"bengaluru, non-u.s.",50.0,2025-09-01,0.2,ai,unknown,304.0,india,2025-09-02,9,2025,unknown,high funding,severe,0,after covid,20.0
salesforce,sf bay area,4000.0,2025-08-31,0.1,sales,post-ipo,65.0,united states,2025-09-02,8,2025,mature,medium funding,low,0,after covid,10.0
flip,sf bay area,129.5,2025-08-29,1.0,consumer,series c,294.0,united states,2025-08-30,8,2025,growth,high funding,full shutdown,1,after covid,100.0
rec room,seattle,141.0,2025-08-27,0.17,consumer,series f,294.0,united states,2025-08-30,8,2025,growth,high funding,severe,0,after covid,17.0
verily,sf bay area,82.0,2025-08-26,0.2,healthcare,subsidiary,3500.0,united states,2025-08-30,8,2025,mature,very high funding,severe,0,after covid,20.0
klaviyo,boston,58.0,2025-08-25,0.14,marketing,unknown,778.0,united states,2025-08-25,8,2025,unknown,very high funding,moderate,0,after covid,14.000000000000002
beepkart,"bengaluru, non-u.s.",150.0,2025-08-23,1.0,retail,series a,19.0,india,2025-08-23,8,2025,startup,low funding,full shutdown,1,after covid,100.0
tiktok,"london, non-u.s.",129.5,2025-08-22,0.17,consumer,acquired,85.0,united kingdom,2025-08-23,8,2025,mature,medium funding,severe,0,after covid,17.0
cisco,sf bay area,221.0,2025-08-19,0.12,infrastructure,post-ipo,2.0,united states,2025-08-23,8,2025,mature,low funding,moderate,0,after covid,12.0
oracle,sf bay area,101.0,2025-08-19,0.15,product,post-ipo,426.0,united states,2025-08-23,8,2025,mature,high funding,moderate,0,after covid,15.0
kyte,sf bay area,128.0,2025-08-15,1.0,transportation,unknown,548.0,united states,2025-08-18,8,2025,unknown,very high funding,full shutdown,1,after covid,100.0
restaurant365,los angeles,100.0,2025-08-14,0.09,food,series c,127.0,united states,2025-08-18,8,2025,growth,medium funding,low,0,after covid,9.0
oracle,sf bay area,289.0,2025-08-13,0.15,product,post-ipo,426.0,united states,2025-09-08,8,2025,mature,high funding,moderate,0,after covid,15.0
oracle,sf bay area,188.0,2025-08-13,0.15,product,post-ipo,426.0,united states,2025-08-18,8,2025,mature,high funding,moderate,0,after covid,15.0
oracle,seattle,161.0,2025-08-13,0.15,product,post-ipo,426.0,united states,2025-08-18,8,2025,mature,high funding,moderate,0,after covid,15.0
f5,seattle,106.0,2025-08-13,0.02,security,post-ipo,426.0,united states,2025-08-18,8,2025,mature,high funding,low,0,after covid,2.0
micron,boise,300.0,2025-08-12,0.08,hardware,post-ipo,50.0,united states,2025-11-11,8,2025,mature,low funding,low,0,after covid,8.0
benchsci,"toronto, non-u.s.",83.0,2025-08-12,0.23,healthcare,series d,164.0,canada,2025-08-23,8,2025,growth,medium funding,full shutdown,0,after covid,23.0
amdocs,st. louis,100.0,2025-08-12,0.11,support,post-ipo,426.0,united states,2025-08-18,8,2025,mature,high funding,low,0,after covid,11.0
crunchyroll,"tokyo, non-u.s.",50.0,2025-08-12,0.15,media,acquired,26.0,japan,2025-08-18,8,2025,mature,low funding,moderate,0,after covid,15.0
kaltura,new york city,70.0,2025-08-07,0.1,media,post-ipo,166.0,united states,2025-08-10,8,2025,mature,medium funding,low,0,after covid,10.0
nextdoor,sf bay area,67.0,2025-08-07,0.12,consumer,post-ipo,736.0,united states,2025-08-18,8,2025,mature,very high funding,moderate,0,after covid,12.0
peloton,new york city,135.0,2025-08-07,0.06,fitness,post-ipo,1900.0,united states,2025-08-10,8,2025,mature,very high funding,low,0,after covid,6.0
yotpo,new york city,200.0,2025-08-05,0.34,marketing,unknown,436.0,united states,2025-08-05,8,2025,unknown,high funding,full shutdown,0,after covid,34.0
windsurf,sf bay area,30.0,2025-08-05,0.2,ai,acquired,243.0,united states,2025-08-10,8,2025,mature,high funding,severe,0,after covid,20.0
wondery,los angeles,100.0,2025-08-04,0.15,media,acquired,15.0,united states,2025-08-05,8,2025,mature,low funding,moderate,0,after covid,15.0
clear,"bengaluru, non-u.s.",145.0,2025-08-01,0.16,finance,series c,140.0,india,2025-08-05,8,2025,growth,medium funding,moderate,0,after covid,16.0
atlassian,"sydney, non-u.s.",150.0,2025-07-30,0.15,product,post-ipo,210.0,australia,2025-07-30,7,2025,mature,high funding,moderate,0,after covid,15.0
astra,"bengaluru, non-u.s.",106.0,2025-07-28,1.0,sales,unknown,186.5,india,2025-08-05,7,2025,unknown,high funding,full shutdown,1,after covid,100.0
krutrim,"bengaluru, non-u.s.",100.0,2025-07-28,0.2,ai,unknown,304.0,india,2025-07-30,7,2025,unknown,high funding,severe,0,after covid,20.0
eyeo,"cologne, non-u.s.",75.0,2025-07-28,0.4,finance,unknown,186.5,germany,2025-07-30,7,2025,unknown,high funding,full shutdown,0,after covid,40.0
ohm mobility,bengaluru,128.0,2025-07-24,1.0,transportation,seed,4.5,india,2025-07-26,7,2025,startup,low funding,full shutdown,1,after covid,100.0
tipalti,sf bay area,75.0,2025-07-24,0.2,finance,series f,565.0,united states,2025-07-26,7,2025,growth,very high funding,severe,0,after covid,20.0
plaxidityx,"tel aviv, non-u.s.",65.0,2025-07-23,0.36,security,acquired,25.0,israel,2025-12-08,7,2025,mature,low funding,full shutdown,0,after covid,36.0
wisetech,"sydney, non-u.s.",65.0,2025-07-23,0.15,logistics,post-ipo,3000.0,australia,2025-07-24,7,2025,mature,very high funding,moderate,0,after covid,15.0
consensys,new york city,47.0,2025-07-22,0.07,crypto,series d,726.0,united states,2025-07-22,7,2025,growth,very high funding,low,0,after covid,7.000000000000001
zeen,sf bay area,129.5,2025-07-21,1.0,consumer,unknown,9.0,united states,2025-07-22,7,2025,unknown,low funding,full shutdown,1,after covid,100.0
rocket companies,detroit,100.0,2025-07-18,0.02,real estate,post-ipo,5200.0,united states,2025-07-22,7,2025,mature,very high funding,low,0,after covid,2.0
tytocare,new york city,35.0,2025-07-17,0.22,healthcare,series e,206.0,united states,2025-10-06,7,2025,growth,high funding,full shutdown,0,after covid,22.0
amazon,seattle,100.0,2025-07-17,0.18,retail,post-ipo,8100.0,united states,2025-07-18,7,2025,mature,very high funding,severe,0,after covid,18.0
